Parent Account ID,Account ID,OBH General Acct,Account Name,Program Name,Original Date of Licensure,SUD License Number,CS License Number,MH Designation,Phone,Fax,TDD/TTY,Billing Address Line 1,Billing City,County,Billing Zip/Postal Code,Billing State/Province,Hide Address,Provider Location Display Label,Website,Active SUD License,Active MH Designation,Opioid Treatment Programs,Residential Child Care Facility,Hospital,Community Mental Health Center,Community Mental Health Clinic,Psychiatric Residential,Substance Use Services,Mental Health Settings,Population Served,Accessibility,Fee(s),Languages Spoken,Hours of Operation Monday,Hours of Operation Tuesday,Hours of Operation Wednesday,Hours of Operation Thursday,Hours of Operation Friday,Hours of Operation Saturday,Hours of Operation Sunday,Outpatient - SU Services,Day Treatment (Partial Hospitalization),Intensive Outpatient - SU Services,Clinic Managed Low Intense Res Svcs,Clinic Managed Med Intense Res Svcs,Clinic Managed High Intense Res Svcs,Medically Monitored Intense Res Trtmt,Clinic Managed Residential Detox,Med Monitored Inpatient Detox,72-Hour Treatment & Evaluation,Acute Treatment Unit,Crisis Stabilization Unit,Day Treatment,Emergency,Intensive Outpatient,Outpatient,Residential Short Term Treatment,Residential Long Term Treatment,CIRCLE Program,MSO Affiliation,RAE,ASO,Alcohol & Drug Involuntary Commitment,General Treatment,DUI/DWI,Youth Treatment,Gender Responsive Ttmt for Women,Edu&Ttmt Svcs for Persons in CJS,Provider Directory Form Modified Date,lat,lon
0016100001HA0QKAA1,0016100001HA4QSAA1,Jefferson Center for Mental Health - General Account,Jefferson Center for Mental Health - Wadsworth,Jefferson Center for Mental Health,6/26/2017,1578-19,,,(303) 425-0300,(303) 432-5260,(303) 432-5540,4643 Wadsworth Blvd,Wheat Ridge,Jefferson,80033,CO,0,"4643 Wadsworth Blvd_BR_ENCODED_Wheat Ridge, CO 80033",www.jcmh.org,1,0,0,0,0,0,0,0,Outpatient; General Treatment; Clinically Managed Residential Detoxification; Medically Monitored Inpatient Detoxification,,Homeless; Men; Older Adults; Pregnant Women; Women; American Indian,,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English,12:00AM - 11:30PM,12:00AM - 11:30PM,12:00AM - 11:30PM,12:00AM - 11:30PM,12:00AM - 11:30PM,12:00AM - 11:30PM,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,SG,CU,,,1,0,0,0,0,5/26/2022 1:35 PM,39.7807375,-105.0819087
0016100001HA0QKAA1,0014M00001tjuz4QAA,Jefferson Center for Mental Health - General Account,Jefferson Center for Mental Health - Zang,Jefferson Center for Mental Health,,1578-21,,,(303) 425-0300,(303) 432-5260,(303) 432-5540,421 Zang Street,Lakewood,Jefferson,80228,Colorado,0,"421 Zang Street_BR_ENCODED_Lakewood, Colorado 80228",www.jcmh.org,1,0,0,0,0,0,0,0,General Treatment; Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment,,Men; Older Adults; Pregnant Women; Women,,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English,12:00AM - 11:30PM,12:00AM - 11:30PM,12:00AM - 11:30PM,12:00AM - 11:30PM,12:00AM - 11:30PM,12:00AM - 11:30PM,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,No,SG,,,ASAM Level 3.5; ASAM Level 3.7,1,0,0,0,0,5/26/2022 1:19 PM,39.724186,-105.1459059
0016100001H9zurAAB,0016100001HA3uQAAT,Jefferson Hills - General Account,Jefferson Hills- Lakewood,,5/18/2017,1839-02,,1839-00,(303) 989-4357,(303) 671-2854,,421 Zang street,Lakewood,Jefferson,80228,CO,0,"421 Zang street_BR_ENCODED_Lakewood, CO 80228",https://jeffersonhills.org/,1,1,0,1,0,0,0,0,Outpatient; Intensive Outpatient; Youth Treatment; Clinically Managed Low Intensity Residential Services,Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility,HIV; Homeless; LGBT; Youth; Minors/Adolescents; American Indian,Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,1,0,0,5/19/2022 10:42 AM,39.724186,-105.1459059
0014M00001sZDonQAG,0014M00001vZbGkQAK,Johnstown Heights - General Account,Johnstown Heights Behavioral Health- Larimer Parkway,,4/23/2021,2346-01,287,2346-03,9705856309,,,4770 Larimer Parkway,Johnstown,Larimer,80534,CO,0,"4770 Larimer Parkway_BR_ENCODED_Johnstown, CO 80534",,1,1,0,0,1,0,0,0,Outpatient; Intensive Outpatient; General Treatment; Youth Treatment; Day Treatment (Partial Hospitalization); Clinically Managed Low Intensity Residential Services; Clinically Managed Residential Detoxification; Clinically Managed Medium Intensity Residential Services; Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment,Hospital; Residential Short Term Treatment,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay,English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German,,,,,,,,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,No,,,,ASAM Level 1; ASAM Level 2.1; ASAM Level 2.5; ASAM Level 3.1; ASAM Level 3.2WM; ASAM Level 3.3; ASAM Level 3.5; ASAM Level 3.7,1,0,1,0,0,6/22/2022 3:15 PM,40.4045282,-104.9753063
0014M00002BXjeTQAT,0014M00002BXqneQAD,"Joseph Stanley Consulting, LLC - General Account",Joseph Stanley Counseling - Telehealth,Joseph Stanley Counseling,,2471-01,,,7207316121,,,Telehealth,,Jefferson,,,1,Please contact this provider directly for location,jstanleycounseling.com,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,,Medicaid; Self Pay; Sliding Fee Scale,,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,1,1,0,1,1,5/19/2022 1:00 PM,,
0016100001HA01lAAD,0016100001HA1KaAAL,Journey Counseling Center LLC - General Account,Journey Counseling Center LLC - Sunset Place,,8/30/2013,1740-01,,,(303) 776-1117,(303) 485-2323,,"1801 Sunset Place, Suite A",Longmont,Boulder,80501,CO,0,"1801 Sunset Place, Suite A_BR_ENCODED_Longmont, CO 80501",longmontcounselors.com,1,0,0,0,0,0,0,0,Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Sliding Fee Scale,English; Spanish,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 5:00PM,8:00AM - 12:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,,40.1452493,-105.1219619
0014M00001nPTSTQA4,0014M000026UHkuQAG,"Ke'nekt, LLC - General Account","Ke'nekt, LLC - Northfield","Ke'nekt, LLC",12/22/2021,2250-00,,,(303) 995-7585,na,na,"8354 Northfield Boulevard, Building G, Ste 330",Denver,Denver,80238,Colorado,0,"8354 Northfield Boulevard, Building G, Ste 330_BR_ENCODED_Denver, Colorado 80238",www.kenekt.life,1,0,0,0,0,0,0,0,Outpatient; General Treatment,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian,Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English; Spanish,7:00AM - 9:00PM,6:00AM - 9:00PM,6:00AM - 9:00PM,6:00AM - 9:00PM,6:00AM - 9:00PM,6:00AM - 9:00PM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,1,0,0,0,0,6/1/2022 7:58 PM,39.7825364,-104.8914141
0016100001HA06QAAT,0016100001HA3o8AAD,Key to Life Counseling - General Account,Key to Life Counseling Center LLC - 4th Ave,"Key to Life Counseling Center, LLC",4/14/2008,1629-01,,,(720) 327-8821,(303) 856-3175,,"14241 EAST 4TH AVE Building 5 Suite 310, 5-334",AURORA,Arapahoe,80011,Colorado,0,"14241 EAST 4TH AVE Building 5 Suite 310, 5-334_BR_ENCODED_AURORA, Colorado 80011",www.akeytolifecounseling.org,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women,,HIV; LGBT; Men; Military; Older Adults; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English; Spanish,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,10:00AM - 4:00PM,10:00AM - 1:00PM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,1,6/2/2022 12:18 PM,39.7542465,-104.7871004
0016100001HA07NAAT,0016100001HA3mXAAT,"Knudsen Counseling, Educational and Business Services - General Account","Knudsen Counseling, Educational and Business Services - Front St.",Knudsen Counseling Educational & Business Services Inc.,10/3/2017,1849-00,,1849-02,(719) 960-4598,,,548 Front Street,Fairplay,Park,80440,CO,0,"548 Front Street_BR_ENCODED_Fairplay, CO 80440",,1,1,0,0,0,0,1,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,Outpatient; Day Treatment; Community Mental Health Clinic,Men; Older Adults; Women; Offender; Clients referred from Court/Judicial System,Wheelchair,Self Pay,English,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,PT,,,,1,1,0,0,1,,39.2235449,-106.0011577
0016100001HA07NAAT,0016100001HA3mWAAT,"Knudsen Counseling, Educational and Business Services - General Account","Knudsen Counseling, Educational and Business Services - Hwy 285",Knudsen Counseling,10/3/2017,1849-01,,1849-03,(719) 960-4598,,,60615 US Highway 285,Bailey,Park,80421,CO,0,"60615 US Highway 285_BR_ENCODED_Bailey, CO 80421",,1,1,0,0,0,0,1,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,Outpatient; Day Treatment; Community Mental Health Clinic,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,PT,,,,1,1,0,0,1,,39.4060922,-105.4763302
0014M00001xp6cwQAA,0014M0000227nO3QAI,Landmark Recovery of Colorado - General Account,"Landmark Recovery of Colorado, LLC - 2000 S Blackhawk",Landmark Recovery of Denver,,2387-01,300,,629-245-0223,615-807-3898,,2000 S. Blackhawk St,Aurora,Arapahoe,80014,CO,0,"2000 S. Blackhawk St_BR_ENCODED_Aurora, CO 80014",https://www.landmarkrecovery.com/,1,0,0,0,0,0,0,0,Opioid Treatment Programs; Outpatient; Intensive Outpatient; General Treatment; Day Treatment (Partial Hospitalization); Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment; Medically Monitored Inpatient Detoxification,,,,,,,,,,,,,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,No,,,,,1,0,0,0,0,6/13/2022 12:00 PM,39.6800605,-104.8250785
0014M00001xp6cwQAA,0014M0000228MaxQAE,Landmark Recovery of Colorado - General Account,"Landmark Recovery of Colorado, LLC - 2020 S Blackhawk",Landmark Recovery of Denver,,2387-03,302,,629-245-0223,615-807-3898,,2020 S. Blackhawk St,Aurora,Arapahoe,80014,CO,0,"2020 S. Blackhawk St_BR_ENCODED_Aurora, CO 80014",https://www.landmarkrecovery.com/,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; Day Treatment (Partial Hospitalization); Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment,,,,,,,,,,,,,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,No,,,,,1,0,0,0,0,6/13/2022 12:00 PM,39.6803514,-104.8257679
0014M00001xp6cwQAA,0014M0000228MZfQAM,Landmark Recovery of Colorado - General Account,Landmark Recovery of Colorado - 2010 S Blackhawk,Landmark Recovery of Denver,,2387-02,301,,629-245-0223,615-807-3898,,2010 S. Blackhawk St,Aurora,Arapahoe,80014,CO,0,"2010 S. Blackhawk St_BR_ENCODED_Aurora, CO 80014",www.landmarkrecovery.com,1,0,0,0,0,0,0,0,Opioid Treatment Programs; Outpatient; Intensive Outpatient; General Treatment; Day Treatment (Partial Hospitalization); Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment; Medically Monitored Inpatient Detoxification,,,,,,,,,,,,,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,No,,,,,1,0,0,0,0,6/2/2022 12:00 PM,39.6803665,-104.8251109
0016100001HA09QAAT,0016100001HA4RxAAL,Southwest Colorado Mental Health Center dba Axis Health System - General Account,La Plata Integrated Healthcare - Axis Health System,La Plata Integrated Healthcare,12/31/2003,1299-04,,,(970) 335-2288,(970) 335-2280,,"1970 E 3rd Avenue, Lower Level",Durango,La Plata,81301,CO,0,"1970 E 3rd Avenue, Lower Level_BR_ENCODED_Durango, CO 81301",www.axishealthsystem.org,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 6:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WS,RM,,ASAM Level 1; ASAM Level 2.1,1,1,1,1,1,5/19/2022 1:46 PM,37.284051,-107.873183
0016100001bomkOAAQ,0016100001bpHW9AAM,Laradon - General Account,Laradon - Lincoln,Laradon,5/20/2019,,,2145-10,(303) 296-2400,(303) 296-4012,,5100 Lincoln St,Denver,Denver,80216,Colorado,1,Please contact this provider directly for location,www.laradon.org,0,1,0,1,0,0,0,0,,Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility,Youth,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid,English; Spanish,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,6/17/2022 12:00 PM,,
0016100001H9zyDAAR,0016100001HA3gbAAD,Larimer County Community Corrections - General Account,Larimer County Community Corrections - Midpoint Drive,,7/6/2005,1558-01,,,(970) 498-7530,(970) 498-7532,,2255 Midpoint Drive,Fort Collins,Larimer,80525,CO,0,"2255 Midpoint Drive_BR_ENCODED_Fort Collins, CO 80525",,1,0,0,0,0,0,0,0,Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women,,Men; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System,,,English,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 5:00PM,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,,0,0,0,1,1,5/19/2022 1:30 PM,40.5650657,-105.0363357
0016100001H9zzfAAB,0016100001HA3kdAAD,La Trenza Counseling Inc. - General Account,La Trenza Counseling Inc. - 72nd,La Trenza Counseling Inc.,10/25/2007,1611-01,,,(303) 287-4106,(303) 287-1954,,6332 E 72nd Avenue,Commerce City,Adams,80022,CO,0,"6332 E 72nd Avenue_BR_ENCODED_Commerce City, CO 80022",Latrenza.net,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,HIV; LGBT; Men; Military; Older Adults; Women; Offender; Clients referred from Court/Judicial System,Wheelchair,Medicaid; Self Pay,English; Spanish,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,10:00AM - 4:00PM,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,,39.8270373,-104.9142697
0016100001H9zuAAAR,0016100001HA3lhAAD,"Laura T. Fetters, M.A., LPC, LAC - General Account","Laura T. Fetters, M.A., LPC, LAC - Tejon St","Laura T. Fetters, M.A., LPC, LAC",2/26/2004,1515-01,,,(719) 636-9126,(719) 636-9127,,"703 North Tejon Street, Ste. C",Colorado Springs,El Paso,80903,CO,0,"703 North Tejon Street, Ste. C_BR_ENCODED_Colorado Springs, CO 80903",,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women,,Men; Women; Offender; Minors/Adolescents; Clients referred from Court/Judicial System,,Private Insurance; Self Pay; Sliding Fee Scale,English,8:00AM - 5:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,1,1,6/21/2022 12:00 PM,38.8439998,-104.8226163
0014M00001xmgD4QAI,0014M00001zC7csQAC,Life's Hope Therapeutic Services PLLC - General Account,Life's Hope Therapeutic Services PLLC - Bannock,Life's Hope Therapeutic Services PLLC,,,,2382-00,(720) 425-5510,,,10190 Bannock St Ste. 109,Northglenn,Adams,80260,Colorado,0,"10190 Bannock St Ste. 109_BR_ENCODED_Northglenn, Colorado 80260",,0,1,0,0,0,0,1,0,,Outpatient; Day Treatment; Community Mental Health Clinic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,No,,,,,0,0,0,0,0,,39.8809285,-104.9889496
0014M00001xmgD4QAI,0014M00001zEZBmQAO,Life's Hope Therapeutic Services PLLC - General Account,Life's Hope Therapeutic Services PLLC - Sheridan,Life's Hope Therapeutic Services PLLC,,,,2382-01,(720) 425-5510,,,8120 Sheridan Blvd Ste. A109,Arvada,Jefferson,80003,Colorado,0,"8120 Sheridan Blvd Ste. A109_BR_ENCODED_Arvada, Colorado 80003",,0,1,0,0,0,0,1,0,,Outpatient; Day Treatment; Community Mental Health Clinic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,No,,,,,0,0,0,0,0,,39.8438824,-105.0516775
0016100001euMaKAAU,0016100001evZERAA2,"Lifelong, Inc. - General Account","Lifelong, Inc. - Jefferson","Lifelong, Inc.",,2157-01,,2157-01,(303) 573-0839,303-573-0849,,"7175 W. Jefferson Avenue, Suite 4000",Lakewood,Jefferson,80235,Colorado,0,"7175 W. Jefferson Avenue, Suite 4000_BR_ENCODED_Lakewood, Colorado 80235",www.lifelonginc.com,1,1,0,0,0,1,0,0,Outpatient; General Treatment; DUI/DWI; Youth Treatment; Gender Responsive Treatment for Women,Outpatient,Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Wheelchair,Medicaid; Private Insurance; Self Pay,English; Spanish,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,1,1,1,1,0,5/23/2022 2:34 PM,39.651341,-105.0753665
0016100001H9zz3AAB,0016100001HA3ubAAD,Life Recovery Centers - General Account,Life Recovery Center - Colorado Blvd,Life Recovery Center,5/26/2015,1528-05,,,(303) 252-4179,(303) 252-4186,,2425 S Colorado Blvd Ste 150,Denver,Denver,80222,CO,0,"2425 S Colorado Blvd Ste 150_BR_ENCODED_Denver, CO 80222",www.liferecoverycenters.net,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment,,HIV; LGBT; Men; Military; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System,Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English; Spanish,8:00AM - 9:00PM,9:00AM - 8:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM,9:00AM - 6:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,1,,39.672723,-104.9413494
0016100001H9zz3AAB,0016100001HA3nVAAT,Life Recovery Centers - General Account,Life Recovery Center-Northglenn,Life Recovery Center,,1528-04,,1528-06,(303) 252-4179,(303) 252-4186,,10699 Melody Drive Suite 2,Northglenn,Adams,80243,CO,0,"10699 Melody Drive Suite 2_BR_ENCODED_Northglenn, CO 80243",,1,1,0,0,0,0,1,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment,Outpatient; Day Treatment; Community Mental Health Clinic,,,,Spanish,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,1,1,1,0,1,,39.891392,-104.9937652
0016100001H9zx2AAB,0016100001HA3nTAAT,Life Support Behavioral Institute - General Account,Life Support Behavioral Institute - Arapahoe,Life Support Behavioral Institute,1/19/2010,1669-00,,,(888) 516-5995,(303) 600-6629,,"7853 E. Arapahoe Ct., #3550",Centennial,Arapahoe,80112,Colorado,0,"7853 E. Arapahoe Ct., #3550_BR_ENCODED_Centennial, Colorado 80112",www.lifesupportinstitute.com,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Visually Impaired; Wheelchair,Private Insurance; Self Pay,English,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,6/23/2022 12:00 PM,39.5947517,-104.8973938
0016100001MDu4qAAD,0014M00001iybhFQAQ,"Choice Health Co, LLC - General Account",Lookout at Choice LLC - Lookout Rd,Choice House,5/4/2020,2060-02,,,(209) 485-3365,303-848-2128,,6901 Lookout Road,Boulder,Boulder,80301,CO,0,"6901 Lookout Road_BR_ENCODED_Boulder, CO 80301",www.choicehouse.com,1,0,0,0,0,0,0,0,General Treatment; Day Treatment (Partial Hospitalization); Clinically Managed Low Intensity Residential Services; Clinically Managed Residential Detoxification; Clinically Managed Medium Intensity Residential Services; Clinically Managed High Intensity Residential Services,,HIV; LGBT; Men; Military; Older Adults; Clients referred from Court/Judicial System; American Indian,,Private Insurance; Self Pay,English,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,6/27/2022 2:02 PM,40.0732636,-105.1925605
0016100001H9zwEAAR,0016100001HA3jeAAD,Division of Youth Services - General Account,Lookout Mountain Youth Services Center - Ford,Campus at Lookout Mountain,7/15/1988,1194-05,,,(303) 273-2600,720-520-3105,,2901 Ford St,Golden,Jefferson,80401,CO,0,"2901 Ford St_BR_ENCODED_Golden, CO 80401",https://www.colorado.gov/pacific/cdhs/lookout-mountain-youth-services-center,1,0,0,0,0,0,0,0,Outpatient; Youth Treatment,,Youth,,Medicaid,English; Spanish,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,6/29/2022 7:52 PM,39.7391384,-105.206151
0016100001etipOAAQ,0016100001etx0AAAQ,LoveJoy Counseling - General Account,LoveJoy Counseling - Arapahoe,LoveJoy Counseling,,2155-01,,,(720) 621-5944,7202225109,,"12835 East Arapahoe Tower 2, ste 130",Centennial,Arapahoe,80112,Colorado,0,"12835 East Arapahoe Tower 2, ste 130_BR_ENCODED_Centennial, Colorado 80112",www.centennialtherapist.com,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,Men; Older Adults; Women; Youth; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Wheelchair,,,11:00AM - 7:30PM,11:00AM - 7:30PM,11:00AM - 7:30PM,11:00AM - 7:30PM,11:00AM - 7:30PM,11:00AM - 7:30PM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,1,6/29/2022 3:53 PM,39.5962269,-104.8397616
0016100001HA058AAD,0016100001HA3jcAAD,"Luna Counseling DBA Cascade Counseling, LLC - General Account","Luna Counseling, LLC - Agate","Cascade Counseling, LLC",,1655-00,,,(970) 531-6173,(970) 798-8253,,PO Box 964,Grand Lake,Grand,80447,CO,1,Please contact this provider directly for location,,1,0,0,0,0,0,0,0,Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment,,Men; Older Adults; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,,Self Pay,English,8:00AM - 4:30PM,8:00AM - 4:30PM,8:00AM - 10:00AM,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,1,0,0,,,
0014M00001rT705QAC,0014M00001rThpJQAS,Magnolia Medical Group - General Account,Magnolia Medical Group - Colfax,Magnolia Medical Group,7/2/2021,2333-00,291,,(303) 209-5115,,,2925 E. Colfax Ave,Denver,Denver,80206,CO,0,"2925 E. Colfax Ave_BR_ENCODED_Denver, CO 80206",www.magnoliamed.com,1,0,0,0,0,0,0,0,Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English; German,9:00AM - 5:00PM,9:00AM - 8:00PM,9:00AM - 5:00PM,9:00AM - 8:00PM,9:00AM - 5:00PM,,9:00AM - 5:00PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,1,0,0,0,1,,39.7403963,-104.9530998
