X,Y,OBJECTID,Account_Name,Address,City,State,Zip,Phone,Substance_Use_Services,Mental_Health_Settings,Additional_Services,Languages_Spoken,Population_Served,Accessibility,Fees,Hours_Monday,Hours_Tuesday,Hours_Wednesday,Hours_Thursday,Hours_Friday,Hours_Saturday,Hours_Sunday,LATITUDE,LONGITUDE,COUNTY_GEOCODE,DATE_GEOCODED,DATA_SOURCE,DATASET_NAME
-105.145767,39.7219700000001,1037,Jefferson Hills- Lakewood,421 Zang street,Lakewood,CO,80228,(303) 745-1281,"Outpatient; Intensive Outpatient; General Treatment; Youth Treatment","Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility",,,,,,,,,,,,,39.72197,-105.145767,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.900108,39.6574170000001,1038,Jewish Family Service - Tamarac,3201 South Tamarac Drive,Denver,CO,80231,(303) 597-7777,,"Outpatient; Day Treatment; Community Mental Health Clinic",,,,,"Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 4:30PM,,,39.657417,-104.900108,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.121986,40.1457480000001,1039,Journey Counseling Center LLC,"1801 Sunset Place, Suite A",Longmont,CO,80501,(303) 776-1117,"Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,Spanish,Clients referred from Court/Judicial System,,Sliding Fee Scale,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 5:00PM,8:00AM - 12:00PM,,,40.145748,-105.121986,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.109726,39.7673990000001,1040,Key Counseling,"3705 Kipling St., Ste 203",Wheat Ridge,Colorado,80033,(720) 212-4949,"Outpatient; DUI/DWI",,,,"Men; Women; Clients referred from Court/Judicial System",,"Self Pay; Sliding Fee Scale",,,,,,,,39.767399,-105.109726,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.823235,39.7220609999999,1041,Key to Life Counseling Center LLC,"14241 EAST 4TH AVE Building 5 Suite 310, 5-334",AURORA,Colorado,80011,(720) 327-8821,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,"Assessment and Referral; Co-occurring; Family Treatment; Monitored Sobriety; Recovery Services; Drug or Alcohol Breath and Urine Screening; Prevention Services; Peer Services; BiCultural","English; Spanish","HIV; LGBT; Men; Military; Older Adults; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Wheelchair","Medicaid; Private Insurance; Self Pay",9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,10:00AM - 4:00PM,10:00AM - 3:00PM,,39.722061,-104.823235,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-106.001839,39.223602,1042,"Knudsen Counseling, Educational and Business Services",548 Front Street,Fairplay,CO,80440,(719) 960-4598,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.223602,-106.001839,PARK,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.476036,39.405773,1043,"Knudsen Counseling, Educational and Business Services - Front St.",60615 US Highway 285,Bailey,CO,80421,(719) 960-4598,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,"Assessment and Referral; Domestic Violence; Co-occurring",English,"Men; Older Adults; Women; Offender; Clients referred from Court/Judicial System",Wheelchair,Self Pay,,,,,,,,39.405773,-105.476036,PARK,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-107.874405,37.28405,1044,La Plata Integrated Healthcare - Axis Health System,"1970 E 3rd Avenue, Lower Level",Durango,CO,81301,(970) 335-2288,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,37.28405,-107.874405,LA PLATA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.986305,39.7910920000001,1045,Laradon,5100 Lincoln St,Denver,Colorado,80216,(303) 296-2400,,Residential Child Care Facility,,"English; Spanish",Youth,"Deaf/Hard of Hearing; Visually Impaired; Wheelchair",Medicaid,,,,,,,,39.791092,-104.986305,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.036766,40.565445,1046,Larimer County Community Corrections - Midpoint,2255 Midpoint Drive,Fort Collins,CO,80525,(970) 498-7530,"Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women",,"Co-occurring; Monitored Sobriety; Trauma Specific; Drug or Alcohol Breath and Urine Screening",English,"Men; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System",,,,,,,,,,40.565445,-105.036766,LARIMER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.914551,39.8271220000001,1047,La Trenza Counseling Inc. - 72nd,6332 E 72nd Avenue,Commerce City,CO,80022,(303) 287-4106,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,"Assessment and Referral; Domestic Violence; Monitored Sobriety; Drug or Alcohol Breath and Urine Screening; BiCultural","English; Spanish","HIV; LGBT; Men; Military; Older Adults; Women; Offender; Clients referred from Court/Judicial System",Wheelchair,"Medicaid; Self Pay",11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,10:00AM - 4:00PM,,39.827122,-104.914551,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.822914,38.8439100000001,1048,"Laura T. Fetters, M.A., LPC, LAC","703 North Tejon Street, Ste. C",Colorado Springs,CO,80903,(719) 636-9126,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,English,"Men; Women; Offender; Minors/Adolescents; Clients referred from Court/Judicial System",,"Private Insurance; Self Pay; Sliding Fee Scale",8:00AM - 5:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,,,,38.84391,-104.822914,EL PASO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.939392,39.6864200000001,1049,Life Recovery Center - Albion,"1660 S. Albion St.,, Ste. 309",Denver,CO,80222,(303) 252-4179,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,,"English; Spanish","HIV; LGBT; Men; Military; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System",,"Medicaid; Self Pay",8:00AM - 9:00PM,9:00AM - 8:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM,9:00AM - 6:00PM,,,39.68642,-104.939392,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.993317,39.8906780000001,1050,Life Recovery Center-Northglenn,10699 Melody Drive Suite 2,Northglenn,CO,80243,(303) 252-4179,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,,Spanish,,,,,,,,,,,39.890678,-104.993317,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.897453,39.5940210000001,1051,Life Support Behavioral Institute - Arapahoe,"7853 E. Arapahoe Ct., #3550",Centennial,Colorado,80112,(888) 516-5995,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,"Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment; Drug or Alcohol Breath and Urine Screening; Gambling Counselors; Prevention Services",English,"HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","Visually Impaired; Wheelchair","Private Insurance; Self Pay",9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,,39.594021,-104.897453,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.857147,39.669147,1052,Lighthouse Recovery Services LLC,11191 E. Harvard Drive,Aurora,CO,80014,720 934 1122,,,,,,,,,,,,,,,39.669147,-104.857147,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.207024,39.7434840000001,1053,Lookout Mountain Youth Services Center - Ford,2901 Ford St,Golden,CO,80401,(303) 273-2600,"Outpatient; Youth Treatment",,"Co-occurring; Family Treatment","English; Spanish",Youth,,Medicaid,,,,,,,,39.743484,-105.207024,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.858643,39.6966860000001,1054,LoveJoy Counseling,11111 East Mississippi Ave STE 268,Aurora,Colorado,80014,(720) 621-5944,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.696686,-104.858643,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.932205,40.084946,1055,"Luna Counseling, LLC - Agate",191 Agate Avenue,Granby,CO,80447,(970) 531-6173,"Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,Assessment and Referral,English,"HIV; LGBT; Men; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian",,Self Pay,8:00AM - 4:30PM,8:00AM - 4:30PM,8:00AM - 4:30PM,,,,,40.084946,-105.932205,GRAND,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.783737,39.916874,1056,"Luna Counseling, LLC - Hwy 40",79050 US Highway 40,Winter Park,CO,80482,(970) 531-6173,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,,,,,,,,,,,,,39.916874,-105.783737,GRAND,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.533585,39.079811,1057,"Melanie Taylor, LPC, LAC Counseling Services - 28 Rd",518 28 Rd Suite B207,Grand Junction,CO,81501,(970) 985-9379,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women; Day Treatment (Partial Hospitalization); Clinically Managed Low In",,,,,,,,,,,,,,39.079811,-108.533585,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.017899,40.696655,1058,Men and Women Seeking Empowerment - County Rd. 62E,3161 County Road 62E,Wellington,CO,80549,(303) 665-7037,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,,,,,,,,,,,,,40.696655,-105.017899,LARIMER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.88121,39.7395969999999,1059,Mental Health Center of Denver - Beeler,1455 Beeler Street,Aurora,CO,80010,(303) 360-6014,"General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Clinically Managed High Intensity Residential Services",,,,,,,,,,,,,,39.739597,-104.88121,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.939545,39.671936,1060,Mental Health Center of Denver-CMHC,4141 E Dickenson Place,Denver,CO,80222,(303) 504-6500,,"Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center",,,,,,,,,,,,,39.671936,-104.939545,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.935097,39.7347340000001,1061,Mental Health Center of Denver-Downing,"4455 East 12th Avenue, 3rd Floor East",Denver,CO,80220,(303) 504-7700,"Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.734734,-104.935097,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.234467,40.0322690000001,1062,Mental Health Partners- Airport,3180 Airport Road,Boulder,CO,80304,(303) 443-8500,"Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Clinically Managed Low Intensity Residential Services; Clinically Managed Residential Detoxification",,"Assessment and Referral; Medication Assisted Therapy (MAT); Drug or Alcohol Breath and Urine Screening; Peer Services","English; Spanish",Older Adults,"Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",5:00AM - 11:30PM,5:00AM - 11:30PM,5:00AM - 11:30PM,5:00AM - 11:30PM,5:00AM - 11:30PM,5:00AM - 11:30PM,5:00AM - 11:30PM,40.032269,-105.234467,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.090927,39.9279400000001,1063,Mental Health Partners-Broomfield,899 US HWY 287,Broomfield,Colorado,80020,(303) 443-8500,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,39.92794,-105.090927,BROOMFIELD,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.103897,40.1678890000001,1064,Mental Health Partners-Coffman,"529 Coffman, Suite 300",Longmont,CO,80501,(303) 443-8500,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,Assessment and Referral,"English; Spanish",,Wheelchair,,,,,,,,,40.167889,-105.103897,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.092834,39.9857670000001,1065,Mental Health Partners-Dixon,1455 Dixon Avenue,Lafayette,COLORADO,80026,(303) 443-8500,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center","Co-occurring; Medication Assisted Therapy (MAT); Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Peer Services; BiCultural","English; Spanish",Homeless,Wheelchair,"Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",,,,,,,,39.985767,-105.092834,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.284103,40.0254590000001,1066,Mental Health Partners-RWC,1000 Alpine,Boulder,CO,80304,(303) 443-8500,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,"English; Spanish",,,"Medicaid; Private Insurance; Self Pay",8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,40.025459,-105.284103,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.28215,40.027332,1067,Mental Health Partners- Warner House,2833 North Broadway,Boulder,Colorado,80304,(303) 443-8500,"General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services",,"Assessment and Referral; Co-occurring; Family Treatment; Medication Assisted Therapy (MAT); Monitored Sobriety; Recovery Services; Drug or Alcohol Breath and Urine Screening; Prevention Services; Peer Services","English; Spanish","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",,,,,,,,40.027332,-105.28215,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.560974,39.063599,1068,Mesa County Criminal Justice Services - 436 South,436 South 7th Avenue,Grand Junction,CO,81501,(970) 244-3300,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residen",,,,,,,,,,,,,,39.063599,-108.560974,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.56208,39.0634610000001,1069,Mesa County Criminal Justice Services - 636 South,636 South Ave,Grand Junction,Colorado,81501,(970) 244-3300,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residen",,"Assessment and Referral; Co-occurring",English,,Wheelchair,"Self Pay; Sliding Fee Scale",9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,8:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,39.063461,-108.56208,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.561874,39.0634610000001,1070,Mesa County Criminal Justice Services - 650 South,650 South Ave,Grand Junction,CO,81501,(970) 244-3300,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residen",,,,,,,,,,,,,,39.063461,-108.561874,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.56324,39.0643390000001,1071,Mesa County Criminal Justice Services - Pitkin,559 Pitkin Avenue,Grand Junction,CO,81501,(970) 244-3300,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residen",,,,,,,,,,,,,,39.064339,-108.56324,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.555656,39.0899280000001,1072,"Metro Treatment of Colorado, LP",1001 Wellington Avenue,Grand Junction,Colorado,81501,(970) 208-1130,"Opioid Treatment Programs; Outpatient; General Treatment; Medication Assisted Therapy",,Medication Assisted Therapy (MAT),English,,,"Medicaid; Self Pay",6:00AM - 2:00PM,6:00AM - 2:00PM,6:00AM - 2:00PM,6:00AM - 2:00PM,6:00AM - 2:00PM,6:00AM - 11:00AM,,39.089928,-108.555656,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.071495,38.73259,1073,Midwestern Colorado Mental Health Center - Delta OP,107 West 11th Street,Delta,CO,81416,(970) 874-8981,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,38.73259,-108.071495,DELTA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.296074,38.130806,1074,Midwestern Colorado Mental Health Center - Grand,"1175 Grand Avenue, Suite 4",Norwood,CO,81423,(970) 327-4449,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,38.130806,-108.296074,SAN MIGUEL,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-106.924248,38.551144,1075,Midwestern Colorado Mental Health Center - Taylor,710 N Taylor,Gunnison,CO,81230,(970) 641-0229,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,38.551144,-106.924248,GUNNISON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.992287,39.7748910000001,1076,Mile High Behavioral Health Care-Delaware,4242 Delaware St.,Denver,CO,80203,(303) 825-8113,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,Assessment and Referral,"English; Spanish",LGBT,,"Medicaid; Self Pay; Sliding Fee Scale",8:30AM - 7:00PM,8:30AM - 7:00PM,8:30AM - 7:00PM,,,8:00AM - 3:00PM,,39.774891,-104.992287,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.025063,39.6541520000001,1077,Mile High Behavioral Health Care-Federal,3460 S. Federal Blvd,Sheridan,CO,80110,"(303) 761-0200 ; 303-761-0201","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Clinically Managed Low Intensity Residential Services",,,English,,Wheelchair,"Medicaid; Self Pay; Sliding Fee Scale",,11:00AM - 7:00PM,11:00AM - 7:00PM,11:00AM - 7:00PM,9:00AM - 5:00PM,8:00AM - 3:00PM,,39.654152,-105.025063,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.832825,39.748878,1078,Mile High Behavioral Health Care-Victor,2178 Victor St.,Aurora,CO,80040,(303) 825-8113,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System",,Co-occurring,,Clients referred from Court/Judicial System,,,,,,,,,,39.748878,-104.832825,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.519875,39.0796659999999,1079,Mind Springs Health,515 28 3/4 Road Bldg B,Grand Junction,Colorado,81501,(970) 263-4918,Clinically Managed Residential Detoxification,,,,,,,,,,,,,,39.079666,-108.519875,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.519875,39.0796659999999,1080,Mind Springs Health - 28 3/4 Road,515 28 3/4 Road Bldg A,Grand Junction,CO,81501,(970) 241-6023,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center",,,,,,,,,,,,,39.079666,-108.519875,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.938324,40.085243,1081,Mind Springs Health - Agate,244 East Agate Ave.,Granby,CO,80446,(970) 887-2179,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,40.085243,-105.938324,GRAND,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-107.548393,40.51313,1082,Mind Springs Health - Breeze,"439 Breeze, Unit 200",Craig,CO,81625,(970) 824-6541,"Outpatient; General Treatment; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,40.51313,-107.548393,MOFFAT,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-106.83773,39.18988,1083,Mind Springs Health - Castle Creek,"0405 Castle Creek Rd, Unit 9",Aspen,CO,81611,(970) 920-5555,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,39.18988,-106.83773,PITKIN,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-106.379868,39.6437,1084,Mind Springs Health-Frontage Rd.,75 S. Frontage Road West,Vail,CO,81657,(970) 479-2100,Clinically Managed Residential Detoxification,,,,,,,,,,,,,,39.6437,-106.379868,EAGLE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.822884,40.096737,1085,Mind Springs Health - Highway 64,17497 Highway 64,Rangely,CO,81468,(970) 675-8411,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,40.096737,-108.822884,RIO BLANCO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
